text,analysis,score
请问有没有之前因为作弊被取消学位证的学长？有些问题想咨询一下。请问有没有之前因为作弊被取消学位证的学长？有些问题想咨询一下,（焦虑，求助）因考试作弊问题寻求帮助，情绪较焦虑。,55
请问：c座的传说是什么。请问：c座的传说是什么,（好奇，询问）对校园传说感到好奇，情绪轻松且好奇。,60
因为犯错，没有拿到学位证，只有本科毕业证，可以二战考研吗？。,（焦虑，疑问）对考研资格存疑并焦虑，情绪较为复杂。,55
安徽麻酱东南西北风。有吃麻酱来 东南西北风 懂的来,（轻松，调侃）调侃语气中性偏轻松，情绪较为轻松愉快。,60
水经验第十七。,（平静，打卡）记录日常水经验，情绪中性。,50
有人收到过这个短信吗？。这是什么意思啊,（困惑，询问）收到不明短信表示困惑，情绪中性。,50
新校区有多少去过万达开盲盒的。,（轻松，讨论）关于去万达的讨论，情绪轻松且随意。,60
11月的芜湖又下雨了。真的很喜欢下雨天,（平静，喜悦）表达对下雨天的喜爱，情绪平静且愉快。,65
吧友们如何看待去过万达的不上课没去的要上课这件事。我啊，还以为可以上网课了呢,（无奈，抱怨）对课程安排和防疫政策的矛盾感到无奈，情绪较负面。,45
安徽高峰学科建设，芜湖10.57亿全省第一，滁州蚌埠合肥阜阳前五。芜湖市拟支持安师大、安工程等高校学科建设 2022-11-18 记者获悉，近日，我省高峰培育学科建设正式启动。其中，芜湖市拟支持安徽师范大学等高校学科建设经费达10.57亿元，高居全省各市榜首。此次我省涌现出多个财政支持经费1亿元以上的市，它们分别是：芜湖市10.57亿元、滁州市2.4亿元、蚌埠市1.59亿元、合肥市1.55亿元、阜阳市1.14亿元。,（正面，信息分享）分享学科建设成果，情绪正面且平静。,65
隆基绿能光伏。有学长学姐去隆基的吗，想问问里面情况,（询问，求助）对公司情况感到好奇并寻求建议，情绪平静中性。,50
家人们理论力学感觉要寄了。理论力学马上期中考了，老师还有课没上完，前面学的感觉又忘的差不多了，家人们有什么好的课程推荐吗，哪些速通课好一点啊,（焦虑，求助）对考试感到焦虑，情绪略紧张，寻求帮助。,55
水经验第十四天，差点忘了。,（平静，记录）日常经验打卡，情绪平静。,50
周末快乐，。,（轻松，愉快）祝大家周末快乐，情绪积极轻松。,65
震惊，一男子在某乎这样评价。理智客观的分析下这哥们,（好奇，调侃）对某评论感到好奇，情绪较轻松。,55
润津花园主卧出租，有独卫，精装，二月初起租。润津花园主卧出租，有独卫，精装，二月初起租,（信息分享，平静）发布出租房信息，情绪平静中性。,50
有大神帮忙把这个图pp吗？。坚决这个排序是不是该换了,（询问，求助）对排序问题感到困惑，情绪轻松求助。,55
水经验第十五天。,（平静，记录）日常打卡，情绪中性。,50
有生物与医药研究生的学长学姐吗。,（询问，求助）寻求生物与医药专业研究生的帮助，情绪平静。,55
我一直以为c座只是个传说！但是。。前天晚上在西门老姐喝了点啤酒，出来后想上厕所。 室友说，憋一会儿，到宿舍了再上。 我说，好吧。 然后我们五个就迷迷糊糊的往宿舍走。走到二教的时候，我实在憋不住了，叫室友等我一下，我去二教厕所。但是奇怪了，二教一楼厕所满员，人多得我估计挤都挤不进去。 我心里就奇怪了，今天什么日子？都大晚上的，还这么多人上厕所！还都挤在一个时间段！ 我跑出来，室友问我，舒服了吧？ 我骂了一句，说，舒服P，厕所全是人，挤不进去,（轻松，搞笑）讲述了一个轻松幽默的故事，情绪积极愉快。,65
落霞与孤鹜齐飞，秋水共长天一色。,（诗意，平静）引用诗句，情绪平静中性。,65
吧友们觉得新校区南苑的自选餐怎么样啊。感觉褒贬不一呢,（询问，讨论）询问大家对食堂的看法，情绪较为平静中性。,50
考研真题，机械。有没有真题资源的大佬啊？能不能分享下啊，或者提供办法。万分感谢！,（焦虑，求助）对考研真题资源感到焦虑，情绪略紧张。,55
毕业学长来打一波广告。有喜欢吃橙子的吗？正宗赣南脐橙，自家果园发货。 产地：江西赣州信丰县，10斤装/20斤装。 另外，诚招代理，你负责接单，我负责发货和售后。,（信息分享，广告）发布脐橙广告，情绪平静中性。,50
23届毕业生工作。下载了PDFcreator打印不了，有没有打印好了的求告知,（询问，求助）求助关于PDF打印问题，情绪平静。,55
没可以先打个。嘲笑和拍照声... “不好...被...卡住了...” “因为自己的失误而被卡在路上什么的，真是太丢人了，我真是个笨蛋” 路过的行人，有的快步走开假装没看见，有的驻足观看。快步走开的，低着头默默走远，心里暗自感到羞耻；驻足观看的，有的掏出了手机拍照，有的只是笑着看乐子。 可是这些它都没注意到。 “唔...这下可坏了...主人的任务...” “如果不是被卡在路中间的话...本来应该和往常一样的...” “这个时间段...往常应该在是被主人狠狠,（搞笑，夸张）描述了一个幽默夸张的场景，情绪轻松愉快。,65
安工程第一恶女？。话说她叫晋某某，交英语泛读？上课狠毒，挂科奇多！！,（抱怨，负面）抱怨某老师，情绪强烈且负面。,40
。晚自习没去，被院学生会查到了，会有啥影响,（焦虑，求助）对晚自习缺勤感到焦虑，情绪紧张。,55
撕起来捏。撕起来捏,（调侃，轻松）用调侃语气讨论冲突，情绪较轻松。,60
老校区现在封闭管理吗，可以向外也寄快递吗。请问有老校区的吗，问下现在学校封闭吗能邮寄快递出来吗,（询问，求助）关于学校管理和快递的询问，情绪平静中性。,50
这就是安工程？。你人模狗样，西装革履，拿个公文包，一副成功人士模样，但这不是你插队做核酸的特权。今天是雨天外面8度，凭什么学生老老实实排队做核酸，你们却享有所谓的特权插队。果然，学生是最低等的。坐等被删帖,（愤怒，抱怨）对不公平的待遇表达强烈不满，情绪激烈且愤怒。,35
根据本在各大高校贴吧观察，总结以下几点。（1）绝大部分高校贴吧热度都不高，除了少数上大分的贴吧 （2）能有一些热度的贴吧里面的活跃人物基本都是比较抽象的，举例：玩op笑话，动物园，vtb的（vtb强调注明：乐子人居多，因为纯良不看贴吧） （3）2021年7、8月曾经有过短暂的嘉然高校引流风潮，很多高校都换上过嘉然logo的定制校徽，也奠定了为什么很多高校贴吧都能见到一些顶着asoul相关元素的头像或者昵称 （4）本行走于各大高校，上至妮可大学，下至合带，绝大部分高校都存在,（讨论，分析）对高校贴吧的热度进行分析，情绪中性平静。,50
有没有女孩子加个好友。有没有女孩子加个好友,（轻松，社交）寻求与异性社交，情绪轻松愉快。,60
近代史老师徐文虎，大家来各抒己见→_→。rt 　　　--来自我的贴吧客户端,（询问，讨论）对近代史老师的看法，情绪中性平静。,50
翻硕考研……。有本校考安工程的集美嘛,（询问，求助）对翻译硕士考研情况的询问，情绪平静。,50
建工学院的有学弟吗？。想找一下我们原来建工学院老师的电话，有老刘刘世君的没,（询问，求助）询问建工学院老师的联系方式，情绪平静中性。,50
家人们今年计算机省二级考试啥时候啊。家人们今年计算机省二级考试啥时候啊，我大一的,（焦虑，求助）对考试时间不确定感到焦虑，情绪紧张。,55
求一个桌游/剧本杀爱好群。微信QQ都行，找同好校友！,（轻松，求助）寻找同好进行娱乐活动，情绪轻松愉快。,60
全新未用考研书出。全新正版考研书：《朱伟5500词》《汤家凤高等数学辅导讲义》《汤家凤线性代数辅导讲义》《腿姐政治考点清单》《腿姐考研政治刷题计划》《腿姐考研政治真题》，需要的+V:ssqwrnb,（信息分享，广告）发布考研书籍广告，情绪中性平静。,50
当月光。当月光 洒在我的脸上 我想我就快变了模样 有一种叫做撕心裂肺的汤 喝了它有神奇的力量 闭上眼 看见天堂 那是藏着你笑的地方 我躲开无数个猎人的枪 赶走坟墓爬出的忧伤 为了你 我变成狼人摸样 为了你 染上了疯狂 为了你 我变成狼人摸样 为了你 穿上厚厚的伪装 为了你 换了心肠,（诗意，情感）充满情感的抒发，情绪浓烈且复杂。,65
大伙快进来学学。,（轻松，讨论）轻松的讨论氛围，情绪较为积极。,60
想请问一下关于新校区人工智能学院宿舍桌面尺寸规格问题。桌面布局怎么样，求图片，桌面隔板分区大小尺寸，求数据，能否放下27寸显示器。显示器尺寸为：机体尺寸含支架(W x H x D) :615 x 455 x214 mm 机体尺寸不含支架(W x H x D) :615 x 367 x 51 mm 包装尺寸(W x H x D):689 x 194 x 510 mm,（询问，求助）关于宿舍桌面规格的询问，情绪平静中性。,50
请问，有没有苏州校友会。毕业多年，旁边的上海校会弄的红红火火的，我这在苏州找不到组织，孤军奋战。如果有苏州校友群请告知下，谢谢大家,（询问，社交）寻找校友组织，情绪平静中性。,55
吐了吐了吐了。以前写的什么破玩意儿，恶心死了,（嫌弃，反感）对过去的作品感到强烈不满，情绪较为负面。,40
寒假什么时候放。不会真像校历说的6号吧,（询问，焦虑）对放假时间感到焦虑，情绪紧张。,55
大家是怎么考上安徽工程大学这么好的大学的。大家是怎么考上安徽工程大学这样好的大学的？,（感慨，轻松）对大学生涯的感慨，情绪轻松愉快。,60
电瓶车蓝牌被偷了。没想到这种事能发生在自己身上，现在怎么办学校查的严不严,（抱怨，求助）对电瓶车蓝牌被偷感到愤怒和无奈，情绪负面。,40
有没有知道马原期末怎么考试的啊？。,（询问，求助）对期末考试感到不确定，情绪焦虑。,55
英语要线上考试，我英语太差劲了，大一上学期把听力书和课本答案。英语要线上考试，我英语太差劲了，大一上学期把听力书和课本答案背下来了，才考了72分。如今线上考试，不是要我的命吗，哪位大神告诉一下大一下学期英语考试类型和大一上学期一样吗，都是书本上的吗？,（焦虑，求助）对英语考试感到强烈焦虑，情绪紧张。,55
有没有安徽工程大学翻译硕士备考群啊。,（询问，求助）寻找翻译硕士备考群，情绪平静中性。,50
找在芜湖上大学的学生 做兼职 帮忙跑个腿 有红包 很简单。找在芜湖上大学的学生 做兼职 帮忙跑个腿 有红包 很简答 微信手机18156556668,（信息分享，广告）发布兼职信息，情绪平静中性。,50
马上毕业了，有什么说的。马上毕业了，有什么说的,（感慨，平静）对即将毕业的感慨，情绪平静。,60
竟然看到这种画面，把我整不会了。QQBBJGG，饭都吃不安稳，自己找亮点,（惊讶，调侃）对看到的场景感到惊讶并调侃，情绪较轻松。,55
还是城里人玩的花啊。rt,（感慨，调侃）对城市生活感到调侃，情绪轻松愉快。,60
请问有服装专业考研上岸的学长学姐吗，想咨询一下关于这个专考研的。,（询问，求助）对服装专业考研感到不确定，情绪平静中性。,50
为什么附属幼儿园看不起安工程啊。加了个附幼的妹妹，想约她出来玩，她的回复太让人伤心了吧,（抱怨，调侃）对附属幼儿园人员的反应感到失望和伤心，情绪较负面。,45
大力出奇迹原来是这样。力气太大是不是不怎么好啊,（调侃，轻松）轻松调侃，情绪愉快。,65
咱们学校不去考六级，下次会不给考试吗。如题,（询问，求助）对六级考试政策感到不确定，情绪平静中性。,50
找朋友嘿嘿。有没有国际工程师学院大三的朋友,（社交，轻松）寻找朋友，情绪轻松愉快。,60
学校没归属感。如题,（抱怨，负面）对学校感到没有归属感，情绪负面。,45
请问一下有没有安徽工程大学翻译的考研上岸的学长学姐，求资 料。请问一下有没有安徽工程大学翻译的考研上岸的学长学姐，求资 料,（询问，求助）寻求翻译专业考研资料，情绪平静中性。,50
食堂门口卖笔的学生是我们学校的嘛？。,（询问，求助）对售卖情况感到好奇，情绪平静中性。,50
以后这样的小活别找我了。上次谁问我会不会修电机，我已经修好了，以后这种小马达不要找我修，我还以为接到大活了，功率也按照你说的改大了，太简单啦,（轻松，愉快）对完成任务感到轻松自得，情绪愉快。,65
出假校园牌私聊我。,（信息分享，广告）发布校园牌信息，情绪平静中性。,50
校医院开了转诊能不去吗。就离谱，大学四年第一次去校医院买药，想着有保险能报销。感冒了，她让我勾临床表现干咳，然后必须去外面的公立医院看，还不能去药店，我就想现在拿到感冒药吃，早知道直接去药店买了所以能不去吗？填了登记表必须去吗？,（无奈，抱怨）对校医院流程感到无奈和困惑，情绪较负面。,45
(／_＼)大怨种。啊？给我整不会了o(´^｀)o,（无奈，负面）对情况感到无奈，情绪负面。,45
xdm带输麻了。今天逛了安的就业网，有如下发现:安的校招企业比我们多，我们有的他们大多都有，而且宣讲会比我们的早；离谱的是芜湖某公司去安有宣讲，我没有。决定了，校招要蹭安的就业网,（调侃，轻松）对就业机会的感慨，情绪轻松愉快。,60
忘上军事理论了，问下这课要上多久呀，少来几次算挂科呀。,（焦虑，求助）对课程缺勤问题感到焦虑，情绪紧张。,55
假校园牌还能进出校园吗。tr,（询问，求助）对校园进出的政策感到不确定，情绪平静中性。,50
我测，看见韩厅了，这波赚麻了。今晚去那个紫云英人才之夜，本来以为是来混混，吃点东西的结果看到一半大司马上台了，韩厅，我的韩厅，可以教我马氏三角杀嘛,（惊讶，兴奋）对偶遇名人感到惊讶和兴奋，情绪正面。,70
问下各位吧友，有没有考我们安工程研究生服装设计与工程专业的群。问下各位吧友，有没有考我们安工程研究生服装设计与工程专业的群？（图是乱配的）,（询问，求助）寻找服装设计与工程专业群，情绪平静中性。,50
体测提问尼。大一体测找室友帮我代测，会不会被发现了啊，听说已经发现好几个了尼,无,45
通识选修课，学分太多了咋办？要交钱吗？每次都选满,（不满）言语中透露出对选修课学分过多的抱怨，表现出对现状的不满情绪。,40
在图书馆第一次收到女生纸条。,（喜悦）表现出对新奇经历的愉悦和兴奋情绪。,85
京东你TMD逗我。北通手柄伴我征战2k许久都有感情了，京东你TM竟然嫌麻烦不给返修，要给我换新的，还专程打电话问我可以吗，大家说，我能答应吗（为了升级，容我怒水一,（愤怒）对京东服务的不满与愤怒，情绪表达强烈且带有攻击性。,45
求助求助求助。8u有人用surfacepro8或者prox吗，我键盘接触不良，商家让我用别的键盘试试才能知道是哪个的问题,（担心）对设备问题感到焦虑，试图寻求帮助。,35
单面面宣布猫王肥波为本校吧宠。自吾始徽程肥波便于东区为王，膝下子嗣无数，皆流于校。幸得徽程喵喵制裁而成无蛋猫也，不在公然之下于其猫妃行苟且之事，幸灾！而今不知其数岁，祈于其淫威盼其能长寿哉！,（幽默）言辞带有幽默感，语气轻松愉快。,70
如果安工程校园时间暂停一年，只有你自己能动，你会做什么？。rt,（理性）假设性问题，理性探讨可能性，没有明显情绪波动。,65
表白机制184真真学姐，你反水和人渣一起抹黑我的样子真美。表白一八机制四班的真真学姐，你好能忍，翻脸的速度也是真的快，和你现对象在一起不痛苦吗 爆渣男的微博:王启鹏今天干人事了吗？ 为了方便同学吃瓜，简单说一下前情提要，宣城某渣男在和我保持关系期间长期冷暴力pua劈腿无缝衔接，我发到微博之后真真学姐来找我，对我控诉渣男的一系列行为，我连着一起发到了微博去，真真学姐后悔了不许我发，还和渣男一起联合撒谎写了声明抹黑我，声称被我利用 看看你都和我说了什么 以及你为你现对,（愤怒，憎恨）充满了愤怒与指责，言语中有强烈的负面情绪，且带有攻击性。,40
最近有个自称21学长的人卖专业课是个骗子。涉世太浅，信与他人，希望大家擦亮眼睛,（警惕）提醒他人警惕骗子，带有防备情绪。,40
租房。想在润津花园租房子，教职工宿舍也可，有无房源,（平淡）寻求房源信息，情绪平和，无明显情绪波动。,50
方特万圣节夜场票便宜出，官方原价150，从我这买特价只要105。方特万圣节夜场票便宜出，官方原价150，从我这买特价只要105，当天不去可退票！芜湖周边景区也有特价票！（大浦乡村，松鼠小镇，马鞍山大青山动物园，方特二期，方特四期，大白鲸海洋公园，马仁奇峰）欲购从速了！,（理性）陈述买票信息，语气中性且平和。,65
灰尘大赢麻了。,（厌恶）表达了对环境卫生的不满，情绪中带有厌恶。,35
晚上散步发现的。怎么会这么美啊,（喜悦）言辞中带有对美景的赞叹与愉悦。,85
咱们什么时候和隔壁安师大整一个。rt,（平淡）表达了普通的询问，没有明显情绪波动。,50
刚在食堂吃饭。看到一个姐姐穿吊带短裤，人漂亮身材又好 按理说这种人平时是不可能接触到的，所以也不敢多看两眼但是放餐盘的时候还是没忍住看了一眼，结果被姐姐发现了 她好像瞪了我一眼 我吓得整个人僵硬在地一时紧张脱口而出：“我不是有意看你大腿的” 但是话音未落我就已经后悔了 我意识到就算我真没看但是我也说不清了 “没事，我穿出来就是给你看的”，就在本要瘫倒在地的时候，姐姐清,（尴尬，后悔）表达了强烈的尴尬和后悔情绪。,25
橙橙酱来辣！。随便做哒,（平淡）普通表达，没有明显情绪波动。,50
求物理实验报告。马上第八周了。孩子快枯了,（压抑，疲惫）表达了对学业的压力和疲惫感，情绪偏负面。,20
新生求助啦。问一下学长学姐们 图书馆在哪预约座位啊 自己坐的好好的 别人说他预约过了,（平淡）普通求助，没有明显的情绪波动。,50
我见到 鬼了。。。。。。。。呀呀呀呀呀。真的,（害怕）言辞中表现出明显的害怕和恐惧情绪。,30
安工程娘来了。,（喜悦）表现出对某事的轻松和愉快情绪。,80
找机械专业或电气专业学弟。有需要找工作的学弟或学妹可以联系我，芜湖本地，包吃包住，新能源公司。,（平淡）提供就业信息，情绪中性。,50
校园网怎么连。连校园网是要激活什么么。 输自己学号 显示该账号不存在,（不满）对校园网无法连接的问题表示不满。,40
安徽和信科技有限公司怎么样，有了解的校友可以解答一下吗？。安徽和信科技有限公司怎么样，有了解的校友可以解答一下吗？多谢哈,（平淡）普通询问，没有明显情绪波动。,50
了，这是什么东西。以后遇见这种精虫上脑的直接跟我说见一个禁一个，给我整不会了，我以为是来找兼职的,（愤怒，厌恶）对事件表示极度不满和厌恶，情绪强烈。,40
子刊杂志社 ：普刊 核心 专著 副主编 专利 课题 证书 信誉第一。为评职称的同学提供咨询服务 我是子刊杂志社的编辑，咱们这边各种学术材料齐全：普刊，核心，专著，副主编，专利，课题，证书。信誉的前提保证价格最低，需要加下方微信 : zhen293500,（平淡）广告性质陈述，无明显情绪波动。,50
考上安徽工程大学算学霸吗？。鼠鼠们，我考上安徽工程大学算是赢家吗,（自信，喜悦）表现出对自身成绩的自信与小小的满足感。,80
#莆田 诚招代理,（平淡）这是一则普通的广告，没有明显的情绪波动。,50
想问一下每年的奖学金和贫困补助大概几月份会给呢？谢谢了。,（平淡）普通询问，语气礼貌且无明显情绪波动。,50
有没有同学可以做java的，有偿有偿。有偿有偿,（平淡）寻求服务，无明显情绪波动。,50
一年引进100名博士 ，芜湖这所大学正在起飞！,（乐观）表现出对学校发展的积极态度，乐观且充满信心。,80
一般封多长时间啊8u们。,（担心）对封校时长的担忧，表达了焦虑情绪。,35
徽双非一本嘛。徽是双非嘛？（非必要不出校，非必要不出市）,（平淡）普通询问，没有明显情绪波动。,50
帮帮忙啊，救救孩子。,（压抑，疲惫）表达了对当前情况的压力，情绪低落且疲惫。,20
有认识安徽工程大学服装设计专业邬红芳老师的么？想报她的研究生。,（平淡）普通询问，没有明显情绪波动。,50
老校区还在核酸的时候，新校区已经看上了鬼片。,（幽默）以轻松调侃的方式表达了对不同校区安排的看法。,70
关于诈金花，讨论。。各大神分享一下技巧如何？,（平淡）普通讨论，没有明显情绪波动。,50
如果有罪让老鼠晚上做核酸而不是起个大早呜呜。,（幽默，不满）用幽默的方式表达了对核酸安排的不满。,40
一个人在宿舍嗨起来。,（乐观）表现出愉快的情绪，充满活力。,80
在宿舍跑了一下AI算法，每次两分钟就跳电。在宿舍跑了一下AI算法，每次两分钟就跳电是不是功率没什么波动被判断成加热设备了我要怎么办？,（不满）对设备问题的无奈和不满。,40
芜湖万达广场旁电话客服兼职。有需要的联系我,（平淡）普通广告，没有情绪波动。,50
学长学姐们，如果不参加社团的话学时够吗。社团过来招新都在强调学时，我想问一下不参加社团学时就不够吗？本人不太喜欢社交。,（担心）表现出对学时的担忧，情绪中带有焦虑。,35
安工程还能收发快递不。学校封校了还可不可以收发快递啊,（平淡）普通询问，没有明显情绪波动。,50
咱们学校有校园墙吗？。有的话QQ是多少,（平淡）普通询问，没有明显情绪波动。,50
新人报到水贴，随便问问**和什么意思？,（平淡）普通打招呼和询问，没有明显情绪波动。,50
展示一下我的位置。,（平淡）普通陈述，没有情绪波动。,50
老学长来招实习生了。招一位实习生[玫瑰] 【公司】：辉瑞“宇宙第一大药企” 【产品】：博瑞纳（洛拉替尼） 【待遇】160/天 【候选人要求】： 1、本科以上医药相关专业2023毕业生 2、积极主动，学习能力强 3、就业方向明确简历请投：912965931@qq.com，或直接微信18355309129欢迎推荐和转发[玫瑰][玫瑰] 转正光底薪就过W哈,（乐观）对工作的积极态度，表达出对未来的期望和信心。,80
专要崛起辣。听说安工程今年要跑步进入双一流 橙专学子立马开卷 今天凌晨十二点学校几千人排队去图书馆占座学习 从图书馆门口一直排到小北门 有图有真相，可怕！,（乐观）带有幽默感的乐观情绪，夸张地描述了积极学习氛围。,80
有没有老学长签昆山牧田公司的。这个公司怎么样啊,（平淡）普通询问，没有明显情绪波动。,50
睡了一上午。,（平淡）普通陈述，没有情绪波动。,50
封校了，是不是要上网课了。,（担心）表达了对封校后上网课可能性的担忧。,35
四六级何时报名。如题,（平淡）普通询问，没有明显情绪波动。,50
小河边椅子旁边怎么那么多纸。真没素质 偷偷上分是吧，别让我在qq群看到捏,（愤怒）对环境卫生问题的不满，情绪中带有愤怒和指责。,40
有没有管科上岸的学长学姐，。求个管科的题型，有选择题吗，有名次解释吗，辨析论述，有没有题型分布啊求求,（平淡）普通求助，没有明显情绪波动。,50
安徽工程第六轮学科评估。核酸检测A+捏,（幽默）以幽默的方式调侃学科评估结果。,70
本来挺喜欢五食堂的。五食堂二楼你什么意思，你黑我家鸽鸽是吧,（愤怒）对食堂服务表达了强烈的不满情绪。,45
新校区外宿怎么办。上完课12点多了，现在出不去了，寝室什么都没有啊,（担心）对外宿问题感到担忧，情绪焦虑。,35
上线上课了。,（平淡）普通陈述，没有情绪波动。,50
兄弟们，有谁知道为什么封校。,（担心）对封校原因的担忧，情绪焦虑。,35
求813信号与系统历年真题。有没有学长学姐有试卷,（平淡）普通求助，没有明显情绪波动。,50
15栋那里的栏杆还可以拔上来吗。17届毕业的老学长想回去看看了,（怀旧）表达了对往昔校园生活的怀念情绪。,70
安徽工程大学电气工程专业考研分享。详细解析历年考研情况,（平淡）普通分享信息，没有明显情绪波动。,50
安徽工程大学欢迎你想来的欢迎咨询哦。安徽工程大学欢迎你 想来的欢迎咨询哦 ——戴小竹学姐,（乐观）表达了对学校的积极态度和欢迎之情。,80
隔壁床室友老坐我床怎么办。如图，烦死了,（不满）对室友行为的强烈不满，情绪负面。,40
浴室水温太感人了。想去洗个澡，给我冻成狗了，那水冲下来冷的吗？？？,（愤怒，不满）对浴室水温表示不满和愤怒。,40
win辣！,（喜悦）简短表达了胜利的喜悦情绪。,85
对毕业计设有不懂的，不会的，欢迎来问。文理工均可，有毕业计设或者文章问题需求的筒子们，欢迎来问,（平淡）提供帮助的信息，情绪平和。,50
寄！寄！寄！。有没有胶佬啊！刚入胶坑买了几个国产的练手，缝隙太大用胶水填补后就这样了,（无奈）表达了对作品完成效果的不满和无奈。,40
求真题。有高等代数和数学分析考研真题吗,（平淡）普通求助，没有情绪波动。,50
如果隔壁安徽师范大学打过来怎么办。如果隔壁安师大打过来，吧友们会怎么做呢,（幽默）以幽默的方式表达假设情境下的反应。,70
我们学校宿管会的工作是不是很闲。,（平淡）普通讨论，没有明显情绪波动。,50
10级的，回来看看。食堂有没有好吃一点？,（怀旧）表达了对往昔校园生活的怀念和好奇。,70
有没有同上这节课的同学，老师为什么没有发改课的通知啊？。而且为什么学习通里面也没有这门课程！！,（担心）表达了对课程安排的担忧和焦虑。,35
我们学校四级能报名吗？,（平淡）普通询问，没有情绪波动。,50
校奖学金，综测进了前二分之一，奖学金是按算综测是的加权平均分还是平均绩点排名算啊？,（平淡）普通询问，没有情绪波动。,50
我是一名高三学生，想问问学长学姐们一些问题。安徽工程大学A+专业是不是减速带专业啊？听说贵校的减速带很出名,（平淡）普通询问，带有些许调侃。,50
长信科技有限公司屏幕厂间咋样啊#长信科技有限公司#。,（平淡）普通询问，没有明显情绪波动。,50
安工程！考研宿舍！绿地镜湖世纪城凯旋尚品 精装单间 广告产业园 万达。,（平淡）普通租房信息分享，无情绪波动。,50
想问一下宿舍空调的插坐限电吗？,（平淡）普通询问，没有情绪波动。,50
招募校友～饭搭子。有校友在上海工作的吗，周末一起约饭啊,（平淡）普通社交邀请，没有情绪波动。,50
新校区图书馆。求问新校区外校怎么才能进去，孩子只想能进去图书馆看看书,（平淡）普通求助，没有情绪波动。,50
重要通知！亲爱的同学们: 接到教育部通知:现对全国本科院校进行第一批“本降专”学术调整，此举意在提升本科院校整体水平，剔除学术成绩达不到平均水平的院校，以培育更多创新型人才。现经调查发现，安徽工程大学存在学术水平低下，自由散漫，虚假营销的嫌疑，经学生举报并查实，该院校水平并未达到普通本科的平均教学水平，现将安徽工程大学列入第一批“本降专”，并编入“双下流”工程，愿在此学校就读的同学能牢记校训:尚德敏学、唯实惟心,（愤怒，不满）表达了对学校的不满和愤怒情绪，带有讽刺意味。,40
听说学校有新图书馆了。毕业好多年了，，听说学校的大门和图书馆都有新的了，有图能给看看吗？,（怀旧）表达了对母校的怀念情绪。,70
学校附近有缝纫店嘛。,（平淡）普通询问，没有情绪波动。,50
还敢fq吗，大伙。,（平淡）普通询问，没有情绪波动。,50
网一，大乱斗贼六。有一起玩的嘛,（喜悦）表达了对游戏的热爱和愉快情绪。,85
国庆学校不批，我偷偷出市有啥关系不。,（担心）对违反规定可能后果的担忧情绪。,35
⑧u们有没有批了可以回家的。,（担心）对是否可以回家的问题感到担忧，情绪焦虑。,35
安工带赢了。这国庆节放假怎么就安工程请不掉假，安师皖医都给走 安工带低人一等是吧 去请个假，领导还拿小本子给你记上，太啦,（不满）对放假安排的不满，带有讽刺和愤怒情绪。,40
国庆来了！！！。8友们回家了吗,（喜悦）对国庆假期充满期待和愉快情绪。,85
垃圾校园网。什么垃圾校园网，真服了,（愤怒）对校园网络问题的不满和愤怒情绪。,40
我们输麻了。人家中山大学都造出战列舰了,（幽默）用幽默的方式表达对其他学校的羡慕和调侃。,70
出机械专硕真题资料。如题，出机械专硕真题资料，有需要的可以联系我。,（平淡）普通信息分享，没有情绪波动。,50
有没有打游戏王的。有没有牌佬啊,（平淡）普通询问，没有情绪波动。,50
出大问题了!我发现学校到现在还没发国庆放假通知，学校倒闭了!,（幽默）用夸张手法幽默调侃学校安排。,70
号外号外号外。学校官网没发通知，所以国庆正常上课,（幽默）轻松幽默地表达对放假安排的调侃。,70
有电子信息专硕的学长吗，想知道一下专业课电路的考试范围。如果有资料就更好了，学弟不胜感激,（平淡）普通求助，没有情绪波动。,50
想考安工程的材料与化工。本人同等学力考研，想考安工程材料与化工纺织工程方向研究生，希望各位学长学姐给点建议,（平淡）普通求助，没有情绪波动。,50
我今晚咋看见有许多同学提包潤了呢？,（怀疑）对同学们行为的好奇和疑惑情绪。,55
16年安工程毕业工作六年现在月薪两万三是不是拖安工程后退了，哎。16年安工程毕业工作六年现在月薪两万三是不是拖安工程后退了，哎,（自责）表现出对自己职业发展和学校拖累感的自责情绪。,20
寄，还卡点了。寄,（无奈）对当前状况的无奈和不满情绪。,40
安工程有人已经到家？,（平淡）普通询问，没有情绪波动。,50
23考研翻硕。想问一下翻硕的学长学姐，今年报考安工程的人大概是多少啊，有没有人知道每年的报考人数耶,（平淡）普通询问，无明显情绪波动。,50
有艺术设计考研的群吗。考研中找组织,（担心）表现出寻求帮助的焦虑，情绪稍显紧张。,35
长鑫储存2023校园招聘。点击链接网页链接 查看详情,（平淡）简单信息传递，无情绪波动。,50
校园诚聘兼职啦，有电动车的看过来。,（平淡）普通招聘广告，没有情绪波动。,50
招活动组织者，欢迎各位联系。,（平淡）普通招聘广告，无明显情绪波动。,50
有没有接代课的，或者代课群，谢谢各位大哥了。有没有接代课的，或者代课群，谢谢各位大哥了,（平淡）请求信息，语气礼貌，无明显情绪波动。,50
翻硕考研～。想问一下翻硕上岸的学长学姐，网课有没有必要买啊,（平淡）普通询问，没有明显情绪波动。,50
通知书收到了。小孩的通知书，作为家长，工业工程专业各位学长学姐有什么建议,（喜悦）作为家长对孩子收到通知书的喜悦情绪。,85
安工程有没有控制上岸的学长学姐联系方式，求。,（平淡）普通请求帮助，没有明显情绪波动。,50
